Meter ID,Activity,Latitude,Longitude
E13NB311678Z,Public Garden,38.342076208765974,-0.48660603504731864
G16TD443929J,Public Garden,38.34077987676153,-0.480244483899295
5189860216,Public Garden,38.34575625785329,-0.48488007157617397
E14NE375641K,Municipal Office,38.340968391805916,-0.4803673299322722
R01107,Fire Fire Hydrant,38.347323405599,-0.48759356745802257
08848642,Public Garden,38.34001691102262,-0.4802192134749582
D13TB012500X,Municipal Office,38.34048125897545,-0.48451498261527404
G-633257,Fire Fire Hydrant,38.34607461036702,-0.4833482374288719
E15NB385943O,Municipal Office,38.34476213957547,-0.4800997449123869
D14TB004857J,Municipal Office,38.34375278786642,-0.48354373565686665
D13FE132251C,Municipal Office,38.34154088426803,-0.4838527168032719
03408525 ,Municipal Office,38.34635975297216,-0.48849140167538213
D14IA077890O,Municipal Office,38.346716254603386,-0.4864757028207095
G16TE418839U,Public Garden,38.34152003631839,-0.4825337731765068
J17JD001474N,Public Garden,38.34547964184392,-0.48761140461209995
05411225,Municipal Sport Facility,38.34666776599347,-0.4859539621308374
B-109140,Fire Fire Hydrant,38.34299325182527,-0.48763913290449595
D13IA513426V,Municipal Office,38.341096173308834,-0.4808311196291559
D14IA077561A,Municipal Sport Facility,38.34166098384903,-0.48697920671045475
I18FA276419S,Public Garden,38.349218733873414,-0.481293960166144
09809947,Public Garden,38.34879272570261,-0.48659751712951566
D14IA077540V,Public Garden,38.34171656747434,-0.48512069160083227
05802364,Public Garden,38.342577952297795,-0.4887299747574995
08848638,Font,38.34737634210028,-0.4863967793028071
I17BD504864Q,Irrigation Hydrant,38.3435118114503,-0.4851893087717787
E15NB385941M,Public Garden,38.34566855791875,-0.4823020461161677
D13IA513407S,Municipal Office,38.343373569980955,-0.48100270723527705
D13TB007732A,Public Garden,38.34027884387928,-0.4843916839793494
J19JC000961E,Public Garden,38.3434996367141,-0.48356821032980174
A12JD001745D,Public Garden,38.34597226073092,-0.4859687491627618
I18ND039798L,Public Garden,38.34262722818787,-0.487082644120707
D13IA513434V,Font,38.34083135140264,-0.48010726979516405
G17TC488725P,Public Garden,38.349798269481795,-0.4845046283909223
01570578 ,Public Garden,38.34142286981212,-0.4813748737262294
D13TB014503I,Public Garden,38.340297423506996,-0.48920733352157103
D13TD052451N,Public Garden,38.349885728367646,-0.48858917318043255
05822713,Public Garden,38.34179628866814,-0.4838855186961546
D13TB007753F,Public Garden,38.34358106900363,-0.4821675243824257
E14NB358405H,Public Garden,38.349607652785366,-0.4817594892146057
08848643,Public Garden,38.343285059715384,-0.4870851561800424
08848641,Irrigation Hydrant,38.34652698608919,-0.48648573328500083
D-902029,Fire Fire Hydrant,38.348806397287824,-0.4863888876632572
D12TB022610,Municipal Office,38.34807860068736,-0.4889963441415264
A10ZB954520T,School,38.34750724699621,-0.4833424609958367
001455,Fire Fire Hydrant,38.345814151156766,-0.4813814756485734
E14NB358387W,Public Garden,38.34181220126791,-0.48512202135653043
I17BC070638Q,Irrigation Hydrant,38.348852885476326,-0.484525331095078
09665923,Irrigation Hydrant,38.34531346081014,-0.4847855676160315
I19BB025325I,Public Garden,38.34027797695982,-0.4882683268048172
I13FA056424A,Municipal Office,38.340422309222006,-0.48069778138912483
D14TD041552R,Public Garden,38.34196852151986,-0.4890500681114021
A11LA708045M,Public Garden,38.34683632653227,-0.4873896837137399
A14GG700120D,Fire Fire Hydrant,38.34919305316038,-0.4811585020116544
G16TC429876U,Public Garden,38.341566045553904,-0.4821735747966664
G16TC427491Z,Public Garden,38.34770648964884,-0.48039045855341667
G16TC427494C,Public Garden,38.342306182240456,-0.4826581842733413
05847076,Public Garden,38.346041440897515,-0.48904977030778635
D14IA077592H,Irrigation Hydrant,38.34783473889099,-0.48831645318722827
I19BD031030Z,Public Garden,38.34287245728295,-0.48566809834301794
I15FA038984R,Municipal Office,38.348532063296204,-0.48512855111390946
D15FE084571I,Municipal Sport Facility,38.34011436036354,-0.48632490615908786
G-627543,Fire Fire Hydrant,38.34388331944515,-0.48048523243177443
I17BB055292N,Public Garden,38.34494431292883,-0.48047417157794886
I14FA043480A,Municipal Office,38.34761017039967,-0.48621831643187347
037081574,Municipal Office,38.343139105763925,-0.48310058201346906
I13FA056426C,Municipal Office,38.3423091229598,-0.4897063080994352
03818647 ,Public Garden,38.34034236511186,-0.48943491356099283
03818641 ,Public Garden,38.34319735852598,-0.4830949798814324
D14FE029539P,Public Garden,38.34841908277735,-0.48550121937303997
G16TC423574L,Public Garden,38.34087307460907,-0.4877871716982271
I19BB024320Z,Public Garden,38.34275147016367,-0.4848821202322861
03822109 ,Public Garden,38.34197522594606,-0.48469147866724244
519245,Fire Fire Hydrant,38.34386010288327,-0.4896006613380896
051359100,Public Garden,38.341433733194734,-0.4816932363964107
I17FA380763J,Municipal Office,38.34169981998175,-0.48335948026712827
G-603185,Fire Fire Hydrant,38.348381501236496,-0.48191518888841445
D14IA077892Q,Municipal Office,38.340200738150365,-0.4808155788336678
08752255,Public Garden,38.34651981939994,-0.48192409946144826
03691559,Public Garden,38.348355182861546,-0.4804643402372683
E15NB385945Q,Public Garden,38.3483246540939,-0.4853646632869003
02326799,Public Garden,38.341109972957256,-0.4857637934296178
E12NB233239J,Public Garden,38.34843660654696,-0.484290650478132
E15NC377669Z,Public Garden,38.341453696228065,-0.484082709894073
06717851,Municipal Office,38.34802031222708,-0.48230331794877745
E15NB385947S,Municipal Office,38.34915749954913,-0.4819248630419076
03691573,Public Garden,38.34819151730861,-0.48184009425065377
A10ZB955284E,Public Garden,38.34659723390124,-0.4826251992748258
D14IA077870K,Municipal Office,38.34650519809236,-0.4807884551506972
D14IA077933I,Municipal Office,38.3412191468142,-0.4878116970131919
097016911,Public Garden,38.34062390244665,-0.489529896673451
E15NC377665V,Public Garden,38.340778436311766,-0.48164146919063155
D14IA077904D,Municipal Sport Facility,38.347670526508224,-0.48026018868425424
D15FE057591J,Municipal Office,38.34877813487721,-0.4805041105828517
E11JC548530S,Irrigation Hydrant,38.34324862085537,-0.4859353078177619
E15RG758918X,Font,38.344396117347436,-0.4822684895067249
G16TE432985P,Public Garden,38.34979952764769,-0.4866824019637689
G16TE432984O,Public Garden,38.345900252361915,-0.4871493082887426
M-2707853/2,Public Garden,38.34160150938705,-0.48887344735415617
D13IA513446Z,Municipal Office,38.34022637461693,-0.4898299400612416
D12TA581780M,Municipal Office,38.34122212989348,-0.48601809713556415
G100270,Fire Fire Hydrant,38.34472082742654,-0.4872737500627825
G-603196,Fire Fire Hydrant,38.34998599222373,-0.48481551745634077
J19JC000966J,Public Garden,38.34990214283313,-0.48549898112060996
A11ZC000664H,Public Garden,38.3412694373828,-0.48950014637692835
G16TE429038E,Public Garden,38.34898705646625,-0.4843537385250868
C11FA586257Q,Municipal Office,38.34762078561898,-0.48619172407805383
D13IA513452X,Municipal Office,38.34510024787525,-0.48054915374627377
J17JB001394A,Municipal Office,38.340697430920244,-0.4865161548221637
09579835,Public Garden,38.34386944232814,-0.483028242144273
D16IA006432X,Public Garden,38.34606046581225,-0.4861283639524353
G16TC423560F,Public Garden,38.342215446545644,-0.4821637165213932
G16TC429880Q,Public Garden,38.349945971074014,-0.48210726714843444
077099234,Public Garden,38.34651251017123,-0.48395067089458593
1001282136,Public Garden,38.3427351181372,-0.4821059274832696
G15RF762208W,Public Garden,38.346330720837656,-0.482102190728962
C13UA197743S,Public Garden,38.341898773800295,-0.4897235423156087
J18JC001452J,Irrigation Hydrant,38.34063285722731,-0.48540763285406663
I19BD031192Q,Irrigation Hydrant,38.349699437434865,-0.4859872738882145
I17BD083132T,Irrigation Hydrant,38.340872692204364,-0.4880990430520689
5189860213,Irrigation Hydrant,38.34018273613045,-0.48941749590305633
G16TD443941F,Irrigation Hydrant,38.34108464836026,-0.48127101043969345
J17JD001072Z,Municipal Office,38.3406386686759,-0.4851094963305127
G17TB488442A,Public Garden,38.34911501560429,-0.4879562036284802
07W710889,Public Garden,38.34756907065292,-0.48351743984845835
E13JB278539J,Municipal Office,38.34479069583305,-0.48929216268097586
I17BC070617L,Public Garden,38.340019749935834,-0.4823535040265285
G17TD475804D,Public Garden,38.34779421036505,-0.4807363693165536
G17TB475589B,Municipal Office,38.34186809315305,-0.48581824829136727
G17TC490892C,Irrigation Hydrant,38.34390949122123,-0.48694751909570133
I16FA054478H,Municipal Office,38.34976260066901,-0.4820177741567778
I18BC031109,Public Garden,38.348724413850526,-0.4899762074870134
G17TB467765I,Public Garden,38.3425953993972,-0.48635386467773667
I18BD055653P,Public Garden,38.34279464722646,-0.4832969676885342
04613880,Public Garden,38.343265903498576,-0.4810619789228352
G17TB475588A,Public Garden,38.34977471438093,-0.48471165773513913
I17FA405046Z,Public Garden,38.34896787047644,-0.4862963573851819
06815047,Municipal Office,38.345314197113915,-0.48065774537080436
G16TB456489J,Municipal Sport Facility,38.34406220238977,-0.4865706221299361
I19BC012547K,Public Garden,38.34631250303692,-0.4893700663885449
03853488,Public Garden,38.347677352932465,-0.48825875063997604
097083546,Municipal Office,38.347325720531224,-0.48082278395679395
097048834,Municipal Office,38.347184293823815,-0.48529622705926395
G17TB475586Y,Public Garden,38.34933776716931,-0.48905746890584423
06618173,Municipal Office,38.34550949690992,-0.4861764997814773
5322470240,Municipal Sport Facility,38.34377707505119,-0.4863464962137135
517078,Fire Fire Hydrant,38.34155107922371,-0.48243345496643697
05847072,Municipal Office,38.34811317335723,-0.4858487203195443
D15TD079879P,Public Garden,38.347129749630184,-0.480204689502658
G17TB475558U,Public Garden,38.34851464666979,-0.48980577129170466
I16FA106829Z,Municipal Office,38.34814316847065,-0.4811115204954259
I16FA106831T,Municipal Office,38.34358929201534,-0.48138462160665973
I16FA054505T,Municipal Office,38.34584291867164,-0.48951007808738506
1001446499,Municipal Office,38.34766929743813,-0.4819197881708803
G15TE407060B,Public Garden,38.3437529435636,-0.4870972010380693
D14FE134537E,Public Garden,38.34680277117967,-0.4853802839791729
D15FE057592K,Public Garden,38.342778430753256,-0.4829726895725444
A10ZE003236I,Public Garden,38.34439267984735,-0.4832223447437005
I15FA039036M,Public Garden,38.34923239410446,-0.4804748671911702
097084702,Municipal Office,38.344857733290056,-0.4894435573589861
J17JD001069E,Public Garden,38.34553310710619,-0.48080279149313665
D15TD068886F,Public Garden,38.34095247132414,-0.4866805688349417
06618145,Public Garden,38.34927141380992,-0.4870359478677448
06618154,Public Garden,38.34873463874233,-0.48436405279250005
G16TB443642J,Public Garden,38.345262241161166,-0.4839838291292446
06618197,Public Garden,38.34329402998666,-0.4836559020677764
000952130,Public Garden,38.34114870390907,-0.4886699472865719
07632658,Public Garden,38.34601560018923,-0.4800305544799497
1001902024,Font,38.344682827539124,-0.4899474592793424
I15FA097079T,Municipal Office,38.34914376126906,-0.4856246465899504
E15ND378257U,Public Garden,38.34336457940001,-0.48268200860374827
E15ND378259W,Public Garden,38.340614002842905,-0.4882056654869629
D15TD031356T,Public Garden,38.341526379294685,-0.48851497075739153
E15ND378256T,Public Garden,38.343716690465406,-0.4851326375686105
E14NB358400C,Public Garden,38.34534378886168,-0.4891469026948119
E11NB459947P,Public Garden,38.34367969377146,-0.4820670928417021
C17FA699470S,Public Garden,38.34440809239644,-0.48392533365189
J17JD001476P,Public Garden,38.3430796009483,-0.48294205203743107
G16TE432987R,Municipal Office,38.34198941734663,-0.48353379898159454
312834,Fire Fire Hydrant,38.345961220707274,-0.48657669628961403
I18BA424423N,Municipal Office,38.345649866202386,-0.4842285602557119
09805096,Municipal Office,38.34418569414143,-0.48575221703930066
I18BD039522L,Public Garden,38.34725997076404,-0.4866947825056247
07839705,Public Garden,38.34092013429275,-0.485682400969112
I18BD039803R,Public Garden,38.349470012529046,-0.480055424799023
I19BD019293Q,Public Garden,38.34212757091952,-0.48109272472831366
J17JD001024R,Public Garden,38.340824931848005,-0.4839696959686076
G16TD460458X,Public Garden,38.34357555733104,-0.48465347426608774
I18FA276455W,Municipal Office,38.345901835129794,-0.484206992540777
I18FA276453U,Public Garden,38.3433674082738,-0.48173222647544267
J17LA545492Y,Public Garden,38.341142588352575,-0.48932632598154663
C12UA115317Z,Public Garden,38.342430615218305,-0.48505508012505855
G17TC488721L,Public Garden,38.345685949923315,-0.4870244465781571
A10ZB951000O,Public Garden,38.34840596965022,-0.4844780886057051
07828471,Public Garden,38.340614280887,-0.4816500904427859
I17BD504857R,Public Garden,38.34802952936481,-0.48062995415322374
I18FA276456X,Municipal Office,38.343866321503604,-0.4861026092993951
I18BA646809F,Municipal Office,38.34648428770408,-0.48064315153410175
I19BB030272X,Public Garden,38.34965531827641,-0.4874801891237929
I19BD007477J,Public Garden,38.349863130141216,-0.4880557634706002
J19LA335073K,Public Garden,38.3423314972006,-0.4891550741029853
D14IA077871L,Municipal Office,38.34866732533369,-0.48535899316931114
I18BA424400G,Public Garden,38.34357047062707,-0.48367342750885683
I18BA424443R,Irrigation Hydrant,38.349257257622966,-0.4846762512145498
I18BA424445T,Irrigation Hydrant,38.34139750228753,-0.4859795938006595
W11TC000056B,Public Garden,38.342142437831534,-0.48797238767531437
I17BD096743F,Public Garden,38.34765089481341,-0.48332131327754424
D15TD086198Q,Public Garden,38.3405583286425,-0.48945687301247887
08594742,Municipal Office,38.34230756521224,-0.48890158128520755
08813657,Municipal Office,38.34201657246392,-0.4885481764028465
5299437,Municipal Office,38.34705418317529,-0.48208379495404097
312809,Fire Fire Hydrant,38.347097561439355,-0.4827314484350629
5398807,Municipal Office,38.349498880163296,-0.48766822285831646
07330373,Public Garden,38.34224689458295,-0.48854089384720034
G16TC423564J,Font,38.34808226148394,-0.48445297858205266
06937220,Public Garden,38.34352181401111,-0.4895981272863484
I17BC504267U,Public Garden,38.347600060494386,-0.48613774949518956
03628952,Public Garden,38.34426355112455,-0.48373104054272825
E12RF096903E,Public Garden,38.347591371850385,-0.48113706476914314
09493755,Public Garden,38.344604428010854,-0.48475517387644207
D14IA077913E,Municipal Office,38.343060159200576,-0.4829563277906705
07330370,Public Garden,38.34982936840892,-0.48019739312814713
J17JD001085E,Municipal Office,38.34393436584441,-0.48670455949463154
I19BD041942J,Public Garden,38.342729013854715,-0.48102660929153607
08712625,Municipal Office,38.34143736108599,-0.4837706220404305
G-100341,Fire Fire Hydrant,38.34080833307557,-0.4865824531961473
5299423,Municipal Office,38.34574332388348,-0.4885373924675522
097017006,Municipal Office,38.34484479469412,-0.4864394356520855
I19BC039249P,School,38.34003957633733,-0.48820515255950486
09817260,Municipal Sport Facility,38.344406959729646,-0.48022888765088717
107014695,Municipal Office,38.34828963028517,-0.48234698244078666
I14FA069948X,Public Garden,38.34977269394337,-0.48380014554875017
I15FA038923E,Public Garden,38.346196291442055,-0.48311702766987064
107013485,Municipal Office,38.341379539089516,-0.4847658168274562
097084710,Public Garden,38.34929749595264,-0.4824641992522671
999500826,Public Garden,38.34546694269297,-0.4889676323560474
09809948,Public Garden,38.34145188311779,-0.4842295285981508
09809939,Public Garden,38.3482739427394,-0.4885838833426529
100883231,Municipal Office,38.346932058258375,-0.48702899717118586
D15FE016928Q,Font,38.34961558332303,-0.48145435599172776
D14TD041493X,Public Garden,38.34048176845037,-0.48142442938958185
A11LA708949R,Municipal Office,38.34707492746081,-0.48383312887498964
081409543,Public Garden,38.341598860155806,-0.48063322083716237
09805071,School,38.34925493118989,-0.4833129686611015
I18BA608876E,Public Garden,38.345284678330266,-0.48586648603665955
D15TD114127Q,Public Garden,38.344802894617494,-0.48242717682678665
000884088,Public Garden,38.34591276321485,-0.48365397121865833
09320449,Font,38.340280159850366,-0.48318347904221987
097083576,Municipal Office,38.347144957809185,-0.48940482151523285
097083420,Municipal Office,38.34347250304238,-0.4857363557092011
097083413,Municipal Office,38.34891809446573,-0.48371465077074755
D15TA077843A,Municipal Office,38.348603526555976,-0.48239216110949906
09515787,School,38.34392895849249,-0.4892495964858044
A11LA708044L,Public Garden,38.34434720592741,-0.4849585421990105
A11ZE000326G,Public Garden,38.34630436662118,-0.4877161783472665
G16TE432986Q,Public Garden,38.346870638558855,-0.48265175038319497
A11LA708041I,Public Garden,38.34233867306922,-0.4814751086096396
A11LA707992Q,Public Garden,38.34161194938298,-0.4824850354745574
G16TB446669G,Public Garden,38.347732099214184,-0.4881607895692267
A11LA708043K,Municipal Office,38.34128355435229,-0.48768525751684816
A11LA707433Q,Municipal Office,38.345762667149025,-0.4805448631895444
A11LA708014F,Public Garden,38.34792121034528,-0.48950817988430917
009504765,Public Garden,38.349282130280656,-0.4885165974355114
06809954,School,38.34667237030567,-0.4855143219048925
999503979,Public Garden,38.34500527652726,-0.488710819782298
A10ZA761874Q,Municipal Office,38.34558018564198,-0.484642821678289
A11LA707082N,Public Garden,38.345910595567865,-0.488893289951999
A12JD000096P,Public Garden,38.3416930008328,-0.48102627934837505
00A057281,Municipal Office,38.346017444305666,-0.4867603182226021
00W057323,Municipal Office,38.346808492607124,-0.4808940239869245
1001982478,Public Garden,38.340447611199004,-0.4854025848986279
G16TD424451M,Public Garden,38.34022821875954,-0.4865250089551705
A11LA708046N,Municipal Sport Facility,38.346483720128376,-0.48556789169394765
05818856,Irrigation Hydrant,38.34002328624307,-0.4897739369495302
G16TE451713Z,Irrigation Hydrant,38.34324592032158,-0.48569650193247427
05411235,Irrigation Hydrant,38.34204944545555,-0.4889390939723371
D12UF078345H,Irrigation Hydrant,38.34192028714308,-0.4816815135647786
I19BC012559O,Public Garden,38.34996711441808,-0.4889423228571138
009513890,Public Garden,38.34519803079277,-0.4884093054802309
A11ZB920181Y,Public Garden,38.34948845893652,-0.4819916827547072
W11EA007576S,Public Garden,38.34753311684652,-0.4815133918154643
A11ZB920189G,Public Garden,38.348411189889454,-0.48611546767792724
A10ZB951002Q,Public Garden,38.34895598723023,-0.4883792779451668
A11LA707999X,Public Garden,38.344799794375255,-0.4856220779748553
D15TD068831Q,Public Garden,38.34969046356338,-0.48572768204504657
990500759,Public Garden,38.34393821098804,-0.4887894184299676
E12RF096895V,Municipal Sport Facility,38.342860527604856,-0.48178574781245365
111124042,School,38.3413180116345,-0.4810933661011436
I19BB030281Y,School,38.341081454390945,-0.48643124772149193
A11LA707084P,Public Garden,38.34764487678398,-0.48813083825462433
D16XI007687Q,Public Garden,38.341613064392355,-0.48185227970538186
A10ZD001804D,Public Garden,38.343265271885116,-0.4877066365211696
A11ZE000324E,Public Garden,38.34536283801167,-0.4836004297373107
W11TB000071T,Public Garden,38.34314490539654,-0.48420991403946656
532580066,Public Garden,38.345158723798335,-0.48609274864094065
C12UA114417Y,Public Garden,38.34260323447083,-0.4817726896952876
100180,Fire Fire Hydrant,38.34794305048479,-0.4826428851986499
001697,Fire Fire Hydrant,38.34072295379649,-0.4870636150989149
09400141,School,38.34018186940366,-0.4870637115895661
J17JE001660U,Public Garden,38.34707329958403,-0.4876634337971926
G15TE410281P,Font,38.340726425179646,-0.48985484573561106
I17BA457661R,Public Garden,38.34421942096291,-0.4844425380379964
A11ZD000223T,Municipal Sport Facility,38.343783690894554,-0.48698981299986194
001699,Fire Fire Hydrant,38.34197412982106,-0.4869471898159595
101377,Fire Fire Hydrant,38.34252633316366,-0.48358386876360254
A12JD000105Z,Public Garden,38.34034485878568,-0.4845878680237955
E11NB573986O,Public Garden,38.34782307645078,-0.48798566958364786
J19JE000008M,Public Garden,38.34111133054315,-0.4814911578134979
00954383,Public Garden,38.342139308133355,-0.48257395327439734
I13FA049029A,Municipal Office,38.34301752694037,-0.48899428875442347
E14NE364267Z,Public Garden,38.34583123281653,-0.4804567410843393
A12ZB903659A,Public Garden,38.34188163318082,-0.4818141332937933
I16FA071214J,Public Garden,38.34311334605408,-0.48886099901477287
I16FA011006Z,Municipal Office,38.34982244779336,-0.48010509677323926
I17BC070618M,Public Garden,38.34820737055858,-0.48456460813006474
09817243,Public Garden,38.34386761358602,-0.4803915314171294
I19BB030273Y,Public Garden,38.340124989417944,-0.4882751009143655
C12UA115311T,Public Garden,38.34448927144935,-0.48395721644139783
01570629,Irrigation Hydrant,38.34775836275657,-0.4853488578149956
05944106,Public Garden,38.340634428500074,-0.4862396972757641
A11LA201272P,Municipal Office,38.34696621833413,-0.48929368833667636
J19JE000009N,Public Garden,38.342656021955726,-0.48089642587468767
30432883,Public Garden,38.34525598184863,-0.48603644593311734
4050206,Public Garden,38.34400258618971,-0.4823039990710087
D13IA513432T,Municipal Office,38.345348665567926,-0.48994995211592074
I19BB024315C,Public Garden,38.34839256171389,-0.4821070441542716
A11ZE000327H,Public Garden,38.34787423660223,-0.4808981953275522
E11JE557277N,Public Garden,38.34980836982986,-0.4820696237486064
D14FE029540I,Public Garden,38.34229328924869,-0.4820363752391723
D13FE056565L,Public Garden,38.34295355224237,-0.48877399909846264
029203115,Public Garden,38.34651081692236,-0.4844353248098916
D16IA006448F,Public Garden,38.3401117037768,-0.4842991493672709
019127849,Public Garden,38.3453551752679,-0.4827904231218806
A12JD000109D,Municipal Office,38.345192333404725,-0.4894039291031148
G15TC409636N,Public Garden,38.34442024950613,-0.4814098033892466
E13RF029607L,Municipal Sport Facility,38.34697454119039,-0.4811094690197412
200026,Fire Fire Hydrant,38.343865527461446,-0.48411435256545315
C17FA699485Z,Public Garden,38.345996811836685,-0.4869335854933841
D13TC127154L,Public Garden,38.34255520967569,-0.48052000394969124
D12TA581851K,Municipal Office,38.34195880204134,-0.48614641207864506
10803780,Fire Fire Hydrant,38.34933747375503,-0.48944913181111493
408180,Fire Fire Hydrant,38.342788710472284,-0.4823869570734671
314633,Fire Fire Hydrant,38.34675736755923,-0.4802232641559247
D15FE057587N,Public Garden,38.34146504001758,-0.4876547107188937
I13FA056409B,Municipal Sport Facility,38.348976110299766,-0.4896625147804388
03812519 ,Public Garden,38.342743669688424,-0.4804837652465163
I13FA056524D,Municipal Office,38.34313268727501,-0.4813926906408196
I13FA056418C,Font,38.34909172823114,-0.48244008213381145
09515799,School,38.3415569723801,-0.48972965084559394
09515797,School,38.343266729612694,-0.48890105186211463
A12JD000103X,Public Garden,38.340575771432306,-0.48362640235310855
I13FA056420W,Municipal Office,38.348701972325856,-0.4893657711512945
I13FA056525E,Municipal Office,38.34780509245017,-0.48623569175864645
D14FE159286I,Public Garden,38.34934138569605,-0.48991127702633586
C12UA115316Y,Public Garden,38.34994026608484,-0.48738903988771753
I13FA056414Y,Public Garden,38.34776288446137,-0.48781433385928985
I18BB012353M,Public Garden,38.34743835873789,-0.4886440321021378
I17BD096746I,Public Garden,38.34998125508704,-0.48631403950161983
10803739,Fire Fire Hydrant,38.340714473439554,-0.48386693276773085
I18FA276429U,School,38.34542770934894,-0.4884705954443519
10820363,Fire Fire Hydrant,38.349078123360016,-0.48766115672790666
D14TB000960R,Municipal Office,38.34573601553695,-0.4833326134259104
100127,Fire Fire Hydrant,38.34246770316723,-0.4838158987496497
D13TC132072V,Public Garden,38.34554754922334,-0.48777083774710256
E14NC350120Y,Font,38.34163889416849,-0.4898309265846067
D14TC038676S,Public Garden,38.34990326260489,-0.48768360213099116
E14JC635096H,Public Garden,38.34082508944164,-0.48604735794524256
087055932,Municipal Office,38.349385437918926,-0.48315338444409
D14IA077591G,Municipal Office,38.3450374448704,-0.4867627909713134
E14NC361423T,Public Garden,38.34763592572563,-0.48805960313053304
